Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
311.78,,,2,Belize,,17,103,17,348,DEN 2,,1085,2015,348
0,,,6,Antigua and Barbuda,0,17,0,4,92,  ,0,0,2015,92
4.52,0,0,4,Argentina,0,17,379,17,42155,"DEN 1,4",0,1906,2015,42155
1.29,0,0,6,Bahamas,0,17,1,12,388,DEN,0,5,2015,388
0,,,6,Bermuda,0,17,0,4,70,  ,0,0,2015,70
532.63,0.101038968,0.057,4,Brazil,618,17,5248,17,203657,"DEN 1,2,3,4",1096,1084730,2015,203657
,,,1,Canada,0,17,0,17,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,17,0,4,56,"DEN 2,3,4",0,5,2015,56
0.04,0,0,4,Chile,0,17,7,9,17924,DEN,0,7,2015,17924
72.27,1.335344731,0.017,3,Colombia,6,17,0,17,49529,"DEN 1,2,3,4",478,35796,2015,49529
21.19,0,0,2,Costa Rica,0,17,0,17,5002,"DEN 1,2,3",0,1060,2015,5002
13.51,0,0,6,Dominica,0,17,2,5,74,DEN,0,10,2015,74
13.68,1.578586136,1.579,5,Dominican Republic,23,17,0,17,10652,"DEN 2,3,4",23,1457,2015,10652
70.22,0.105318589,0.018,3,Ecuador,2,17,414,17,16226,"DEN 1,2,3,4",12,11394,2015,16226
53.64,0.580214679,0,2,El Salvador,0,17,579,17,6426,"DEN 1,2,3",20,3447,2015,6426
359.92,0,0,6,French Guiana,0,17,234,13,262,"DEN 1,2,4",0,943,2015,262
7.45,0,0,6,Guadeloupe,0,17,5,13,470,DEN,0,35,2015,470
17.44,0.24691358,0.212,2,Guatemala,6,17,55,16,16255,"DEN 1,2,3,4",7,2835,2015,16255
168.82,3.136207018,0,2,Honduras,0,17,0,17,8424,DEN,446,14221,2015,8424
0.75,0,0,6,Jamaica,0,17,2,17,2813,DEN 4,0,21,2015,2813
7.39,0,0,6,Martinique,0,17,5,13,406,DEN,0,30,2015,406
17.19,3.037339773,0,2,Mexico,0,17,3051,17,125236,"DEN 1,2,3,4",654,21532,2015,125236
143.25,0,0,2,Nicaragua,0,17,123,17,6257,"DEN 2,3",0,8963,2015,6257
10.33,0.242718447,0,2,Panama,0,17,284,17,3988,"DEN 1,2,3",1,412,2015,3988
324.77,0,0,4,Paraguay,0,17,3036,17,7033,"DEN 1,2,4",0,22841,2015,7033
44.58,0.374316153,0.115,3,Peru,16,17,5727,17,31161,"DEN 2,3",52,13892,2015,31161
17.64,0,0,5,Puerto Rico,0,17,22,17,3680,"DEN 1,2,3,4",0,649,2015,3680
88.89,0,0,6,Saint Barthelemy,0,17,8,13,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,17,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,17,0,4,16,DEN,0,3,2015,16
4.27,0,0,6,Saint Lucia,0,17,4,11,164,DEN 1,0,7,2015,164
246.34,0,0,6,Saint Martin,0,17,42,13,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,17,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,17,0,4,50,  ,0,0,2015,50
0.02,0,0,1,United States of America,0,17,72,17,325128,DEN,0,72,2015,325128
0,,,6,Virgin Islands (US),0,17,0,17,104,  ,0,0,2015,104
0,,,4,Uruguay,0,17,0,17,3430,  ,0,0,2015,3430
120.47,0.39903629,,3,Bolivia,,17,,17,11025,"DEN 1,4",53,13282,2015,11025
,,,6,Aruba,,17,,-,112,  ,,,2015,112
,,,3,Venezuela,,17,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,17,,-,103,  ,,,2015,103
,,,6,Guyana,,17,,-,808,  ,,,2015,808
,,,6,Haiti,,17,,-,10604,  ,,,2015,10604
,,,5,Cuba,,17,,-,11249,  ,,,2015,11249
,,,6,Barbados,,17,,-,291,  ,,,2015,291
,,,6,Montserrat,,17,,-,5,  ,,,2015,5
,,,6,Suriname,,17,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,17,,-,33,  ,,,2015,33
,,,6,Grenada,,17,,-,111,  ,,,2015,111
0.02,0,0,1,North America,0,17,72,-,325128,  ,0,72,2015,325128
14.69,1.092117759,1.092,5,Latin Caribbean,23,17,22,-,14332,  ,23,2106,2015,25581
18.69,0,0,6,Non-Latin Caribbean,0,17,304,-,6414,  ,0,1199,2015,19029
404.63,0.09878466,0.056,4,Southern Cone,618,17,8670,-,274199,  ,1096,1109484,2015,274199
31.15,2.106245915,0.011,2,Central America Ithsmus and Mexico,6,17,4195,-,171936,  ,1128,53555,2015,171936
68.89,0.800118337,0.032,3,Andean Subregion,24,17,6141,-,107941,  ,595,74364,2015,139234
137.87,0.229049469,0.054,7,The Americas,671,17,19404,-,899950,  ,2842,1240780,2015,955107
