Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
450.29,,,2,Belize,,24,147,24,348,DEN 2,,1567,2015,348
15.22,0,0,6,Antigua and Barbuda,0,24,6,20,92,DEN,0,14,2015,92
6.06,0,0,4,Argentina,0,24,242,24,42155,"DEN 1,4",0,2553,2015,42155
1.29,0,0,6,Bahamas,0,24,1,12,388,DEN,0,5,2015,388
33.33,0,0,6,Barbados,0,24,16,20,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,24,0,20,70,  ,0,0,2015,70
688.47,0.099135241,0.054,4,Brazil,763,24,5248,24,203657,"DEN 1,2,3,4",1390,1402125,2015,203657
118.18,0,0,6,Virgin Islands (UK),0,24,27,20,33,DEN,0,39,2015,33
,,,1,Canada,0,24,0,24,0,  ,0,0,2015,0
42.86,0,0,6,Cayman Islands,0,24,1,24,56,"DEN 2,3,4",0,24,2015,56
0.04,0,0,4,Chile,0,24,7,9,17924,DEN,0,7,2015,17924
97.18,1.261115266,0.069,3,Colombia,33,24,0,24,49529,"DEN 1,2,3,4",607,48132,2015,49529
34.15,0,0,2,Costa Rica,0,24,0,24,5002,"DEN 1,2,3",0,1708,2015,5002
33.78,0,0,6,Dominica,0,24,2,24,74,DEN,0,25,2015,74
21.43,1.401664477,1.402,5,Dominican Republic,32,24,0,24,10652,"DEN 2,3,4",32,2283,2015,10652
70.22,0.105318589,0.018,3,Ecuador,2,24,414,17,16226,"DEN 1,2,3,4",12,11394,2015,16226
113.66,0.533953998,0,2,El Salvador,0,24,1325,24,6426,"DEN 1,2,3",39,7304,2015,6426
359.92,0,0,6,French Guiana,0,24,311,24,262,"DEN 1,2,4",0,943,2015,262
6.31,0,0,6,Grenada,0,24,7,20,111,DEN,0,7,2015,111
7.45,0,0,6,Guadeloupe,0,24,7,24,470,DEN,0,35,2015,470
39.21,0.062754942,0.047,2,Guatemala,3,24,824,24,16255,"DEN 1,2,3,4",4,6374,2015,16255
17.57,0,0,6,Guyana,0,24,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,24,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
300.44,2.323284207,0,2,Honduras,0,24,0,24,8424,DEN,588,25309,2015,8424
0.78,0,0,6,Jamaica,0,24,2,20,2813,DEN 4,0,22,2015,2813
7.39,0,0,6,Martinique,0,24,8,24,406,DEN,0,30,2015,406
32.77,2.614267615,0.01,2,Mexico,4,24,5232,24,125236,"DEN 1,2,3,4",1073,41044,2015,125236
0,,,6,Montserrat,0,24,0,24,5,  ,0,0,2015,5
187.5,0,0,2,Nicaragua,0,24,160,23,6257,"DEN 2,3",0,11732,2015,6257
17.15,0.14619883,0,2,Panama,0,24,426,24,3988,"DEN 1,2,3",1,684,2015,3988
551.02,0,0,4,Paraguay,0,24,4059,24,7033,"DEN 1,2,4",0,38753,2015,7033
90.89,0.331897465,0.106,3,Peru,30,24,12960,24,31161,"DEN 2,3",94,28322,2015,31161
23.8,0,0,5,Puerto Rico,0,24,32,24,3680,"DEN 1,2,3,4",0,876,2015,3680
88.89,0,0,6,Saint Barthelemy,0,24,8,13,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,24,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,24,2,20,16,DEN,0,8,2015,16
6.1,0,0,6,Saint Lucia,0,24,10,24,164,DEN 1,0,10,2015,164
246.34,0,0,6,Saint Martin,0,24,42,24,41,DEN,0,101,2015,41
0,,,6,Saint Vincent and the Grenadines,0,24,0,24,103,  ,0,0,2015,103
0.36,0,0,6,Suriname,0,24,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,24,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,24,96,24,50,DEN,0,96,2015,50
0.01,0,0,1,United States of America,0,24,19,24,325128,DEN,0,19,2015,325128
2.88,0,0,6,Virgin Islands (US),0,24,3,24,104,DEN,0,3,2015,104
0,,,4,Uruguay,0,24,0,24,3430,  ,0,0,2015,3430
192.7,0.315368322,,3,Bolivia,,24,,24,11025,"DEN 1,4",67,21245,2015,11025
,,,6,Aruba,,24,,-,112,  ,,,2015,112
,,,3,Venezuela,,24,,-,31293,  ,,,2015,31293
,,,5,Cuba,,24,,-,11249,  ,,,2015,11249
0.01,0,0,1,North America,0,24,19,-,325128,  ,0,19,2015,325128
22.04,1.012978791,1.013,5,Latin Caribbean,32,24,32,-,14332,  ,32,3159,2015,25581
8.99,0,0,6,Non-Latin Caribbean,0,24,695,-,18917,  ,0,1700,2015,19029
526.42,0.096297867,0.053,4,Southern Cone,763,24,9556,-,274199,  ,1390,1443438,2015,274199
55.67,1.781199724,0.007,2,Central America Ithsmus and Mexico,7,24,8114,-,171936,  ,1705,95722,2015,171936
101.07,0.714986296,0.06,3,Andean Subregion,65,24,13374,-,107941,  ,780,109093,2015,139234
181.17,0.236339407,0.052,7,The Americas,867,24,31790,-,912453,  ,3907,1653131,2015,955107
