Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
2.88,0,0,6,Virgin Islands (US),0,45,3,45,104,DEN,0,3,2015,104
"1,300.00",,,2,Belize,,45,435,45,348,DEN 2,,4524,2015,348
235.13,0.05101607,0,2,Costa Rica,0,45,0,45,5002,"DEN 1,2,3",6,11761,2015,5002
17.39,0,0,6,Antigua and Barbuda,0,45,6,28,92,DEN,0,16,2015,92
7.98,0,0,4,Argentina,0,45,345,45,42155,"DEN 1,4",0,3366,2015,42155
2.32,0,0,6,Bahamas,0,45,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,45,16,32,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,45,0,32,70,  ,0,0,2015,70
312.12,0.970873786,0,6,Virgin Islands (UK),0,45,103,40,33,DEN,1,103,2015,33
,,,1,Canada,0,45,0,45,0,  ,0,0,2015,0
71.43,0,0,6,Cayman Islands,0,45,2,32,56,"DEN 2,3,4",0,40,2015,56
0.04,0,0,4,Chile,0,45,7,9,17924,DEN,0,7,2015,17924
161.59,1.340680211,0.076,3,Colombia,61,45,0,45,49529,"DEN 1,2,3,4",1073,80034,2015,49529
33.78,0,0,6,Dominica,0,45,2,24,74,DEN,0,25,2015,74
123.31,0.677578987,0.678,5,Dominican Republic,89,45,0,45,10652,"DEN 2,3,4",89,13135,2015,10652
258.38,0.128804503,0.019,3,Ecuador,8,45,1274,45,16226,"DEN 1,2,3,4",54,41924,2015,16226
693.93,0.757983495,0.009,2,El Salvador,4,45,9221,45,6426,"DEN 1,2,3",338,44592,2015,6426
359.92,0,0,6,French Guiana,0,45,311,37,262,"DEN 1,2,4",0,943,2015,262
9.91,0,0,6,Grenada,0,45,11,32,111,DEN,0,11,2015,111
7.45,0,0,6,Guadeloupe,0,45,14,37,470,DEN,0,35,2015,470
95.09,0.226434625,0.058,2,Guatemala,9,45,1225,45,16255,"DEN 1,2,3,4",35,15457,2015,16255
17.57,0,0,6,Guyana,0,45,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,45,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
489.52,1.743579795,0.007,2,Honduras,3,45,0,45,8424,DEN,719,41237,2015,8424
1.88,0,0,6,Jamaica,0,45,6,43,2813,DEN 4,0,53,2015,2813
7.39,0,0,6,Martinique,0,45,8,37,406,DEN,0,30,2015,406
156.98,2.164790617,0.014,2,Mexico,28,45,21371,45,125236,"DEN 1,2,3,4",4256,196601,2015,125236
0,,,6,Montserrat,0,45,0,32,5,  ,0,0,2015,5
615.47,0.020773825,0.021,2,Nicaragua,8,45,2672,45,6257,"DEN 2,3",8,38510,2015,6257
55.62,0.135256988,0.045,2,Panama,1,45,1708,45,3988,"DEN 1,2,3",3,2218,2015,3988
600.37,0.018946571,0.007,4,Paraguay,3,45,5973,43,7033,"DEN 1,2,4",8,42224,2015,7033
122.73,0.337298993,0.107,3,Peru,41,45,18593,45,31161,"DEN 2,3",129,38245,2015,31161
45.22,0,0,5,Puerto Rico,0,45,39,45,3680,"DEN 1,2,3,4",0,1664,2015,3680
88.89,0,0,6,Saint Barthelemy,0,45,8,37,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,45,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,45,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,45,9,32,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,45,61,37,41,DEN,0,101,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,45,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,45,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,45,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,45,96,24,50,DEN,0,96,2015,50
0.14,0,0,1,United States of America,0,45,451,45,325128,DEN,0,451,2015,325128
0,,,4,Uruguay,0,45,0,45,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,45,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
219.85,0.313557224,,3,Bolivia,,45,,45,11025,"DEN 1,4",76,24238,2015,11025
767.13,0.099147549,0.054,4,Brazil,849,45,465153,45,203657,"DEN 1,2,3,4",1549,1562318,2015,203657
,,,6,Aruba,,45,,-,112,  ,,,2015,112
,,,5,Cuba,,45,,-,11249,  ,,,2015,11249
0.14,0,0,1,North America,0,45,451,-,325128,  ,0,451,2015,325128
103.26,0.601391986,0.601,5,Latin Caribbean,89,45,39,-,14332,  ,89,14799,2015,25581
9.65,0.054794521,0,6,Non-Latin Caribbean,0,45,806,-,18917,  ,1,1825,2015,19029
586.4,0.096833477,0.053,4,Southern Cone,852,45,471478,-,274199,  ,1557,1607915,2015,274199
206.41,1.511693435,0.015,2,Central America Ithsmus and Mexico,53,45,36632,-,171936,  ,5365,354900,2015,171936
144.32,0.705658706,0.055,3,Andean Subregion,110,45,19867,-,139234,  ,1418,200947,2015,139234
231.08,0.386548834,0.051,7,The Americas,1104,45,529273,-,943746,  ,8430,2180837,2015,955107
