Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
295.69,,0,2,Belize,0,16,96,16,348,DEN 2,,1029,2015,348
0,,,6,Antigua and Barbuda,0,16,0,4,92,  ,0,0,2015,92
4.11,0,0,4,Argentina,0,16,364,16,42155,"DEN 1,4",0,1731,2015,42155
1.29,0,0,6,Bahamas,0,16,1,12,388,DEN,0,5,2015,388
0,,,6,Bermuda,0,16,0,4,70,  ,0,0,2015,70
488.18,0.100582878,0.057,4,Brazil,566,16,5248,16,203657,"DEN 1,2,3,4",1000,994205,2015,203657
,,,1,Canada,0,16,0,16,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,16,0,4,56,"DEN 2,3,4",0,5,2015,56
0.04,0,0,4,Chile,0,16,7,9,17924,DEN,0,7,2015,17924
68.54,1.381646782,0.015,3,Colombia,5,16,0,16,49529,"DEN 1,2,3,4",469,33945,2015,49529
20.33,0,0,2,Costa Rica,0,16,0,16,5002,"DEN 1,2,3",0,1017,2015,5002
13.51,0,0,6,Dominica,0,16,2,5,74,DEN,0,10,2015,74
12.61,1.489203276,1.489,5,Dominican Republic,20,16,0,16,10652,"DEN 2,3,4",20,1343,2015,10652
46.22,0.133333333,0.027,3,Ecuador,2,16,414,15,16226,"DEN 1,2,3,4",10,7500,2015,16226
49.67,0.501253133,0,2,El Salvador,0,16,512,16,6426,"DEN 1,2,3",16,3192,2015,6426
359.92,0,0,6,French Guiana,0,16,234,13,262,"DEN 1,2,4",0,943,2015,262
7.45,0,0,6,Guadeloupe,0,16,5,13,470,DEN,0,35,2015,470
17.44,0.24691358,0.212,2,Guatemala,6,16,55,16,16255,"DEN 1,2,3,4",7,2835,2015,16255
153.6,3.184171883,0,2,Honduras,0,16,0,16,8424,DEN,412,12939,2015,8424
0.53,0,0,6,Jamaica,0,16,2,14,2813,DEN 4,0,15,2015,2813
7.39,0,0,6,Martinique,0,16,5,13,406,DEN,0,30,2015,406
15.79,3.10935841,0,2,Mexico,0,16,2790,16,125236,"DEN 1,2,3,4",615,19779,2015,125236
135.59,0,0,2,Nicaragua,0,16,116,16,6257,"DEN 2,3",0,8484,2015,6257
9.78,0.256410256,0,2,Panama,0,16,298,16,3988,"DEN 1,2,3",1,390,2015,3988
324.77,0,0,4,Paraguay,0,16,2845,16,7033,"DEN 1,2,4",0,22841,2015,7033
38.16,0.39529016,0.118,3,Peru,14,16,4932,16,31161,"DEN 2,3",47,11890,2015,31161
17.45,0,0,5,Puerto Rico,0,16,29,15,3680,"DEN 1,2,3,4",0,642,2015,3680
88.89,0,0,6,Saint Barthelemy,0,16,8,13,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,16,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,16,0,4,16,DEN,0,3,2015,16
4.27,0,0,6,Saint Lucia,0,16,4,11,164,DEN 1,0,7,2015,164
246.34,0,0,6,Saint Martin,0,16,42,13,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,16,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,16,0,4,50,  ,0,0,2015,50
0.02,0,0,1,United States of America,0,16,75,16,325128,DEN,0,75,2015,325128
0,,,6,Virgin Islands (US),0,16,0,16,104,  ,0,0,2015,104
0,,,4,Uruguay,0,16,0,16,3430,  ,0,0,2015,3430
102.25,0.399183891,,3,Bolivia,,16,,16,11025,"DEN 1,4",45,11273,2015,11025
,,,6,Aruba,,16,,-,112,  ,,,2015,112
,,,3,Venezuela,,16,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,16,,-,103,  ,,,2015,103
,,,6,Guyana,,16,,-,808,  ,,,2015,808
,,,6,Haiti,,16,,-,10604,  ,,,2015,10604
,,,5,Cuba,,16,,-,11249,  ,,,2015,11249
,,,6,Barbados,,16,,-,291,  ,,,2015,291
,,,6,Montserrat,,16,,-,5,  ,,,2015,5
,,,6,Suriname,,16,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,16,,-,33,  ,,,2015,33
,,,6,Grenada,,16,,-,111,  ,,,2015,111
0.02,0,0,1,North America,0,16,75,-,325128,  ,0,75,2015,325128
13.85,1.007556675,1.008,5,Latin Caribbean,20,16,29,-,14332,  ,20,1985,2015,25581
18.6,0,0,6,Non-Latin Caribbean,0,16,304,-,6414,  ,0,1193,2015,19029
371.55,0.098156233,0.056,4,Southern Cone,566,16,8464,-,274199,  ,1000,1018784,2015,274199
28.89,2.116178395,0.012,2,Central America Ithsmus and Mexico,6,16,3867,-,171936,  ,1051,49665,2015,171936
59.85,0.883791481,0.033,3,Andean Subregion,21,16,5346,-,107941,  ,571,64608,2015,139234
126.26,0.232506974,0.054,7,The Americas,613,16,18085,-,899950,  ,2642,1136310,2015,955107
